symbol,date,event,prior_regime
DWM,2025-04-08,SOW,ACCUMULATION
DWAW,2024-12-10,SOS,ACCUMULATION
DWSN,2025-06-16,SOS,MARKDOWN
DWSN,2025-05-07,SOW,ACCUMULATION
DWUS,2024-07-11,SOS,DISTRIBUTION
DWUS,2024-04-19,SOW,ACCUMULATION
DWSH,2025-07-22,SOW,DISTRIBUTION
DX,2025-01-31,SOS,DISTRIBUTION
DXC,2025-04-04,SOW,ACCUMULATION
DXD,2024-11-21,SOW,ACCUMULATION
DXF,2025-01-24,SOS,ACCUMULATION
DXPE,2025-08-07,SOS,DISTRIBUTION
DXR,2024-11-06,SOS,DISTRIBUTION
DXR,2024-06-04,SOW,DISTRIBUTION
DXYZ,2024-11-11,SOS,ACCUMULATION
DYAI,2024-03-14,SOS,DISTRIBUTION
DYAI,2024-09-24,SOW,ACCUMULATION
DY,2025-07-22,SOS,ACCUMULATION
DYLG,2025-03-10,SOW,ACCUMULATION
DYN,2024-03-25,SOS,ACCUMULATION
DYN,2025-01-10,SOW,ACCUMULATION
E,2025-08-22,SOS,DISTRIBUTION
EAFG,2024-12-05,SOS,ACCUMULATION
EAFG,2024-08-02,SOW,DISTRIBUTION
EARN,2025-03-11,SOW,ACCUMULATION
EASG,2025-12-15,SOS,DISTRIBUTION
EATZ,2025-07-07,SOS,DISTRIBUTION
EATZ,2024-03-01,SOW,ACCUMULATION
EB,2025-04-07,SOW,ACCUMULATION
EBIZ,2024-07-16,SOS,DISTRIBUTION
EBS,2024-07-24,SOS,MARKDOWN
EC,2024-11-08,SOW,DISTRIBUTION
ECG,2025-11-05,SOS,DISTRIBUTION
ECBK,2025-08-22,SOS,DISTRIBUTION
ECDA,2025-09-18,SOS,MARKDOWN
ECDA,2025-04-21,SOW,ACCUMULATION
ECL,2024-10-11,SOS,ACCUMULATION
ECL,2024-04-15,SOW,ACCUMULATION
ECNS,2025-08-22,SOS,DISTRIBUTION
ECON,2025-10-07,SOS,DISTRIBUTION
ECOR,2024-03-15,SOS,DISTRIBUTION
ECOR,2024-03-15,SOW,DISTRIBUTION
ECOW,2024-05-02,SOS,DISTRIBUTION
ECPG,2025-12-12,SOS,DISTRIBUTION
ED,2024-10-01,SOS,DISTRIBUTION
EDGE,2025-09-19,SOS,DISTRIBUTION
EDGI,2025-06-17,SOS,DISTRIBUTION
EDGU,2025-01-02,SOW,ACCUMULATION
EDN,2024-09-09,SOS,ACCUMULATION
EDOG,2025-07-02,SOS,DISTRIBUTION
EDRY,2024-11-20,SOW,ACCUMULATION
EDTK,2024-07-11,SOS,DISTRIBUTION
EDUC,2024-03-13,SOS,DISTRIBUTION
EDU,2025-04-08,SOW,DISTRIBUTION
EDZ,2025-09-29,SOS,DISTRIBUTION
EEFT,2024-03-12,SOS,DISTRIBUTION
EEFT,2025-04-07,SOW,DISTRIBUTION
EEIQ,2025-08-22,SOS,ACCUMULATION
EEIQ,2025-11-03,SOW,MARKUP
EE,2024-11-19,SOS,DISTRIBUTION
EEM,2024-10-11,SOS,DISTRIBUTION
EEMO,2025-09-11,SOS,ACCUMULATION
EEMX,2025-04-07,SOW,ACCUMULATION
EET,2025-08-22,SOS,DISTRIBUTION
EETH,2025-03-03,SOW,ACCUMULATION
EEX,2025-04-07,SOW,ACCUMULATION
EFAD,2024-09-03,SOS,DISTRIBUTION
EFAS,2025-07-28,SOS,DISTRIBUTION
EFAV,2024-08-23,SOS,DISTRIBUTION
EFO,2024-03-20,SOS,DISTRIBUTION
EFXT,2025-01-10,SOS,DISTRIBUTION
EGAN,2025-10-13,SOS,DISTRIBUTION
EG,2024-10-04,SOS,DISTRIBUTION
EG,2024-12-18,SOW,DISTRIBUTION
EGO,2025-09-02,SOS,DISTRIBUTION
EGUS,2024-10-29,SOS,DISTRIBUTION
EHGO,2024-10-30,SOS,DISTRIBUTION
EGY,2024-02-29,SOS,DISTRIBUTION
EGY,2025-04-07,SOW,DISTRIBUTION
EHC,2025-04-25,SOS,DISTRIBUTION
EHTH,2024-04-15,SOW,DISTRIBUTION
EIG,2024-11-05,SOS,DISTRIBUTION
EIS,2025-07-07,SOS,DISTRIBUTION
EIX,2024-07-26,SOS,DISTRIBUTION
EJH,2024-04-04,SOS,DISTRIBUTION
EJH,2024-04-25,SOW,MARKUP
ELAN,2025-09-08,SOS,DISTRIBUTION
ELAB,2024-11-27,SOS,ACCUMULATION
ELAB,2024-08-20,SOW,DISTRIBUTION
ELF,2025-02-07,SOW,DISTRIBUTION
ELDN,2024-10-30,SOS,DISTRIBUTION
ELPW,2025-05-08,SOS,DISTRIBUTION
ELME,2024-07-25,SOS,DISTRIBUTION
ELSE,2024-03-27,SOS,DISTRIBUTION
ELTK,2024-05-21,SOS,DISTRIBUTION
ELTK,2025-03-11,SOW,MARKUP
ELTX,2024-04-11,SOS,DISTRIBUTION
ELVA,2025-10-13,SOS,DISTRIBUTION
ELVN,2024-04-11,SOS,ACCUMULATION
ELV,2025-02-12,SOW,ACCUMULATION
EM,2025-08-18,SOS,DISTRIBUTION
EMBC,2024-07-22,SOS,DISTRIBUTION
EMBD,2025-09-18,SOS,DISTRIBUTION
EMC,2025-04-04,SOW,ACCUMULATION
EMES,2025-10-07,SOS,DISTRIBUTION
EME,2024-03-21,SOS,DISTRIBUTION
EMHY,2024-08-19,SOS,DISTRIBUTION
EMLP,2024-11-21,SOS,MARKDOWN
EMN,2025-08-01,SOW,ACCUMULATION
EMNT,2024-10-30,SOS,DISTRIBUTION
EMQQ,2025-06-24,SOS,DISTRIBUTION
EMP,2025-04-04,SOW,ACCUMULATION
EMR,2025-07-17,SOS,ACCUMULATION
EMTL,2024-06-28,SOS,DISTRIBUTION
ENB,2025-09-30,SOS,ACCUMULATION
ENGN,2025-05-12,SOW,ACCUMULATION
ENLT,2025-10-09,SOS,DISTRIBUTION
ENOR,2024-05-17,SOS,DISTRIBUTION
ENPH,2025-11-05,SOW,ACCUMULATION
ENR,2024-05-21,SOS,DISTRIBUTION
ENSC,2024-12-06,SOS,DISTRIBUTION
ENS,2025-11-05,SOS,DISTRIBUTION
ENSG,2024-07-26,SOS,DISTRIBUTION
ENTG,2025-04-03,SOW,ACCUMULATION
EONR,2025-01-08,SOS,DISTRIBUTION
ENZL,2024-07-18,SOS,DISTRIBUTION
EOG,2025-12-16,SOW,ACCUMULATION
EOSE,2025-10-15,SOS,DISTRIBUTION
EPC,2025-11-13,SOW,ACCUMULATION
EPI,2024-04-04,SOS,MARKDOWN
EPM,2025-11-17,SOW,DISTRIBUTION
EPOL,2025-04-09,SOS,DISTRIBUTION
EPR,2025-07-11,SOS,DISTRIBUTION
EPOW,2024-05-14,SOW,ACCUMULATION
EPP,2025-04-04,SOW,ACCUMULATION
EPSM,2025-09-09,SOS,DISTRIBUTION
EPRX,2025-09-22,SOS,DISTRIBUTION
EPRT,2024-09-18,SOS,MARKDOWN
EPSN,2025-06-27,SOS,DISTRIBUTION
EQBK,2024-12-10,SOS,DISTRIBUTION
EPU,2025-10-02,SOS,DISTRIBUTION
EQH,2025-02-06,SOS,DISTRIBUTION
EQIX,2024-03-04,SOS,ACCUMULATION
EQIX,2024-03-20,SOW,DISTRIBUTION
EQL,2024-07-18,SOS,DISTRIBUTION
EQR,2025-10-29,SOW,ACCUMULATION
EQT,2025-02-12,SOS,DISTRIBUTION
EQX,2025-10-09,SOS,DISTRIBUTION
ERAS,2025-04-08,SOW,ACCUMULATION
ERII,2024-10-08,SOS,DISTRIBUTION
ERO,2025-12-12,SOS,DISTRIBUTION
ERX,2024-04-01,SOS,DISTRIBUTION
ERY,2024-04-12,SOS,DISTRIBUTION
ERY,2025-11-14,SOW,ACCUMULATION
ESAB,2025-02-18,SOS,DISTRIBUTION
ESCA,2024-09-03,SOW,ACCUMULATION
ESEA,2024-08-19,SOS,DISTRIBUTION
ESE,2025-06-23,SOS,DISTRIBUTION
ESGE,2025-09-11,SOS,DISTRIBUTION
ESGD,2025-04-07,SOW,ACCUMULATION
ESHA,2024-10-18,SOS,DISTRIBUTION
ESLT,2025-06-11,SOS,DISTRIBUTION
ESLT,2024-07-19,SOW,ACCUMULATION
ESMV,2024-11-21,SOS,MARKDOWN
ESMV,2024-03-05,SOW,ACCUMULATION
ESP,2025-06-16,SOS,DISTRIBUTION
ESPR,2024-06-20,SOW,ACCUMULATION
ESQ,2025-06-27,SOS,DISTRIBUTION
ESTA,2025-12-18,SOS,DISTRIBUTION
ESTC,2024-02-29,SOS,DISTRIBUTION
ETD,2024-03-25,SOS,DISTRIBUTION
ET,2024-12-02,SOS,DISTRIBUTION
ETEC,2025-09-23,SOS,DISTRIBUTION
ETHT,2025-03-10,SOW,ACCUMULATION
ETN,2025-04-07,SOW,ACCUMULATION
ETQ,2025-10-29,SOS,DISTRIBUTION
ETR,2024-04-17,SOS,DISTRIBUTION
ETSY,2024-07-08,SOW,ACCUMULATION
EUAD,2025-06-10,SOS,DISTRIBUTION
EU,2024-03-21,SOS,DISTRIBUTION
EUDG,2025-10-09,SOS,DISTRIBUTION
EVAX,2025-01-24,SOS,DISTRIBUTION
EVEX,2025-06-26,SOS,DISTRIBUTION
EVEX,2024-08-06,SOW,DISTRIBUTION
EVER,2025-03-17,SOS,DISTRIBUTION
EVER,2024-02-28,SOW,ACCUMULATION
EVGO,2024-10-03,SOS,DISTRIBUTION
EVGN,2024-07-25,SOS,MARKDOWN
EVHY,2024-08-20,SOS,MARKDOWN
EVIM,2025-04-07,SOW,ACCUMULATION
EVLU,2025-10-07,SOS,DISTRIBUTION
EVI,2025-09-22,SOS,MARKDOWN
EVI,2024-08-09,SOW,ACCUMULATION
EVLV,2025-05-21,SOS,DISTRIBUTION
EVNT,2025-05-02,SOS,DISTRIBUTION
EVMT,2025-04-08,SOW,DISTRIBUTION
EVRG,2025-02-27,SOS,ACCUMULATION
EVR,2025-09-24,SOS,ACCUMULATION
EVTC,2025-11-07,SOW,ACCUMULATION
EVTR,2024-08-02,SOS,DISTRIBUTION
EVUS,2024-11-20,SOS,DISTRIBUTION
EVX,2025-04-02,SOW,ACCUMULATION
EW,2024-04-17,SOS,DISTRIBUTION
EW,2024-04-26,SOW,MARKUP
EWBC,2025-09-05,SOS,DISTRIBUTION
EWG,2025-06-17,SOS,DISTRIBUTION
EWC,2024-11-21,SOS,ACCUMULATION
EWH,2025-08-22,SOS,DISTRIBUTION
EWI,2025-06-17,SOS,DISTRIBUTION
EWQ,2025-07-15,SOS,DISTRIBUTION
EWUS,2024-05-23,SOS,ACCUMULATION
EWUS,2025-04-04,SOW,DISTRIBUTION
EWV,2024-11-07,SOS,MARKDOWN
EWW,2024-03-20,SOS,DISTRIBUTION
EWZ,2024-11-29,SOW,DISTRIBUTION
EXC,2025-10-07,SOS,DISTRIBUTION
EXFY,2024-11-20,SOS,DISTRIBUTION
EXK,2025-10-14,SOS,DISTRIBUTION
EXOD,2025-05-13,SOS,DISTRIBUTION
EXLS,2025-01-21,SOS,MARKDOWN
EXP,2025-05-28,SOW,DISTRIBUTION
EXPI,2024-02-26,SOS,DISTRIBUTION
EXPI,2024-03-15,SOW,MARKUP
EXR,2025-04-08,SOW,ACCUMULATION
EXTR,2024-06-21,SOS,DISTRIBUTION
EXTR,2024-04-04,SOW,ACCUMULATION
EYE,2024-04-10,SOW,ACCUMULATION
EYPT,2024-07-18,SOW,ACCUMULATION
EZGO,2024-04-12,SOS,MARKDOWN
EZJ,2025-04-04,SOW,ACCUMULATION
EZPW,2025-12-02,SOS,DISTRIBUTION
EZU,2025-06-17,SOS,DISTRIBUTION
F,2024-07-12,SOS,ACCUMULATION
F,2024-04-15,SOW,ACCUMULATION
FAAR,2024-04-11,SOS,DISTRIBUTION
FAD,2025-07-30,SOS,ACCUMULATION
FARX,2025-10-06,SOS,DISTRIBUTION
FALN,2024-10-07,SOS,DISTRIBUTION
FARM,2024-09-13,SOW,ACCUMULATION
FAS,2024-11-21,SOS,DISTRIBUTION
FAUG,2025-07-31,SOS,DISTRIBUTION
FATE,2025-02-14,SOW,DISTRIBUTION
FAZ,2024-07-18,SOW,MARKUP
FBGL,2025-10-23,SOW,ACCUMULATION
FBIN,2025-11-21,SOW,ACCUMULATION
FBLA,2025-12-15,SOS,DISTRIBUTION
FBIO,2025-09-10,SOS,DISTRIBUTION
FBNC,2025-08-22,SOS,DISTRIBUTION
FBLG,2025-10-07,SOW,ACCUMULATION
FBT,2025-11-05,SOS,DISTRIBUTION
FC,2024-06-26,SOW,ACCUMULATION
FCA,2024-10-07,SOS,DISTRIBUTION
FCEF,2024-08-19,SOS,DISTRIBUTION
FCCO,2025-12-19,SOS,ACCUMULATION
FCPT,2024-07-11,SOS,DISTRIBUTION
FCOM,2025-02-03,SOS,DISTRIBUTION
FCOR,2024-09-12,SOS,DISTRIBUTION
FCPI,2024-05-31,SOS,DISTRIBUTION
FCSH,2024-09-06,SOS,DISTRIBUTION
FCX,2024-04-10,SOS,DISTRIBUTION
FDBC,2024-07-15,SOS,ACCUMULATION
FDBC,2025-04-03,SOW,MARKUP
FDEC,2025-07-31,SOS,DISTRIBUTION
FDP,2025-07-30,SOS,DISTRIBUTION
FDSB,2025-07-28,SOS,DISTRIBUTION
FDS,2025-09-15,SOW,ACCUMULATION
FDUS,2025-04-07,SOW,ACCUMULATION
FDTS,2025-08-11,SOS,DISTRIBUTION
FE,2025-10-08,SOS,DISTRIBUTION
FDX,2025-04-03,SOW,ACCUMULATION
FEAM,2025-10-10,SOS,DISTRIBUTION
FEBO,2024-07-01,SOS,DISTRIBUTION
FEDU,2024-08-26,SOS,ACCUMULATION
FEDU,2024-12-03,SOW,DISTRIBUTION
FEBZ,2025-10-30,SOS,DISTRIBUTION
FEGE,2025-10-01,SOS,DISTRIBUTION
FEIM,2025-12-22,SOS,DISTRIBUTION
FEIG,2024-09-04,SOS,ACCUMULATION
FELE,2024-02-29,SOS,DISTRIBUTION
FELG,2025-07-31,SOS,ACCUMULATION
FEMY,2024-02-27,SOS,ACCUMULATION
FEMY,2025-06-04,SOW,DISTRIBUTION
FENG,2024-07-10,SOS,DISTRIBUTION
FENC,2024-02-29,SOS,DISTRIBUTION
FER,2025-12-11,SOS,DISTRIBUTION
FET,2025-12-17,SOS,DISTRIBUTION
FET,2024-10-18,SOW,ACCUMULATION
FEUS,2025-12-12,SOS,DISTRIBUTION
FEZ,2025-08-22,SOS,DISTRIBUTION
FFDI,2025-02-18,SOS,DISTRIBUTION
FFEB,2025-10-10,SOS,DISTRIBUTION
FFIV,2025-07-31,SOS,ACCUMULATION
FFLC,2025-04-04,SOW,ACCUMULATION
FFIN,2024-11-25,SOS,DISTRIBUTION
FFIN,2024-04-10,SOW,ACCUMULATION
FFOG,2024-04-19,SOW,ACCUMULATION
FFND,2024-11-06,SOS,DISTRIBUTION
FFTY,2025-10-07,SOS,DISTRIBUTION
FGI,2025-04-09,SOW,ACCUMULATION
FGEN,2025-08-18,SOS,ACCUMULATION
FGM,2025-05-16,SOS,DISTRIBUTION
FHDG,2025-09-09,SOS,DISTRIBUTION
FHI,2025-09-10,SOS,DISTRIBUTION
FHYS,2025-08-22,SOS,DISTRIBUTION
FIBK,2024-11-25,SOS,DISTRIBUTION
FICO,2024-10-18,SOS,DISTRIBUTION
FIG,2025-07-31,SOS,MARKDOWN
FIG,2025-04-08,SOW,ACCUMULATION
FIHL,2024-04-29,SOS,DISTRIBUTION
FIHL,2025-02-20,SOW,DISTRIBUTION
FIGS,2025-04-03,SOW,ACCUMULATION
FIP,2024-04-03,SOS,ACCUMULATION
FISI,2025-12-10,SOS,DISTRIBUTION
FITB,2024-10-15,SOS,ACCUMULATION
FITB,2025-04-04,SOW,DISTRIBUTION
FITE,2025-10-01,SOS,DISTRIBUTION
FIX,2025-10-07,SOS,DISTRIBUTION
FJAN,2025-07-31,SOS,DISTRIBUTION
FKU,2025-08-22,SOS,DISTRIBUTION
FLAU,2024-04-15,SOW,ACCUMULATION
FLCC,2024-11-12,SOS,DISTRIBUTION
FLDZ,2024-12-06,SOS,DISTRIBUTION
FLEE,2025-06-23,SOS,DISTRIBUTION
FLEU,2025-05-14,SOS,DISTRIBUTION
FLEX,2025-12-10,SOS,DISTRIBUTION
FLGB,2025-06-20,SOS,DISTRIBUTION
FLGR,2024-03-20,SOS,DISTRIBUTION
FLGR,2024-04-12,SOW,MARKUP
FLIN,2024-05-23,SOS,MARKDOWN
FLIN,2024-02-28,SOW,ACCUMULATION
FLL,2024-07-25,SOS,DISTRIBUTION
FLLA,2024-11-27,SOW,ACCUMULATION
FLNG,2024-11-04,SOW,ACCUMULATION
FLNC,2024-05-24,SOS,MARKDOWN
FLNC,2024-04-23,SOW,DISTRIBUTION
FLO,2025-02-10,SOW,ACCUMULATION
FLQM,2024-11-05,SOS,DISTRIBUTION
FLQL,2024-11-21,SOS,DISTRIBUTION
FLR,2024-10-16,SOS,ACCUMULATION
FLR,2025-04-04,SOW,DISTRIBUTION
FLRG,2024-07-18,SOS,DISTRIBUTION
FLSA,2025-06-23,SOW,DISTRIBUTION
FLSW,2024-05-01,SOW,ACCUMULATION
FLSP,2025-10-21,SOS,DISTRIBUTION
FLTW,2025-04-04,SOW,ACCUMULATION
FLUT,2025-07-17,SOS,DISTRIBUTION
FLUT,2024-08-05,SOW,ACCUMULATION
FLUX,2024-11-04,SOW,ACCUMULATION
FLV,2025-09-10,SOS,DISTRIBUTION
FLXS,2024-04-02,SOS,DISTRIBUTION
FMAG,2024-04-19,SOW,ACCUMULATION
FMAR,2024-05-31,SOS,DISTRIBUTION
FMAT,2024-07-16,SOS,MARKDOWN
FMAT,2024-07-01,SOW,DISTRIBUTION
FMC,2025-10-01,SOW,ACCUMULATION
FMCX,2025-07-03,SOS,ACCUMULATION
FMNY,2024-05-29,SOW,MARKUP
FMST,2025-06-02,SOS,DISTRIBUTION
FMST,2024-11-22,SOW,ACCUMULATION
FMX,2025-01-03,SOW,DISTRIBUTION
FNCL,2024-07-16,SOS,DISTRIBUTION
FND,2025-10-30,SOW,DISTRIBUTION
FNDA,2025-02-21,SOW,DISTRIBUTION
FNDE,2025-08-01,SOS,DISTRIBUTION
FNF,2024-03-14,SOW,ACCUMULATION
FNWB,2024-04-10,SOS,DISTRIBUTION
FNOV,2024-11-06,SOS,DISTRIBUTION
FNY,2024-11-05,SOS,DISTRIBUTION
FOA,2024-12-24,SOS,DISTRIBUTION
FOCT,2024-11-06,SOS,DISTRIBUTION
FOR,2025-01-21,SOW,DISTRIBUTION
FORTY,2024-05-15,SOW,ACCUMULATION
FORA,2024-03-01,SOS,DISTRIBUTION
FORM,2025-04-08,SOW,ACCUMULATION
FORR,2025-03-13,SOW,ACCUMULATION
FOSL,2025-10-15,SOS,DISTRIBUTION
FOXX,2025-11-18,SOW,DISTRIBUTION
FOUR,2024-11-21,SOS,DISTRIBUTION
FPAS,2025-03-18,SOS,DISTRIBUTION
FPAG,2025-02-21,SOS,DISTRIBUTION
FPE,2024-07-19,SOS,MARKDOWN
FPRO,2024-08-07,SOS,DISTRIBUTION
FPX,2025-08-13,SOS,DISTRIBUTION
FRDU,2025-10-24,SOS,DISTRIBUTION
FRBA,2025-08-22,SOS,DISTRIBUTION
FR,2024-07-17,SOS,DISTRIBUTION
FRHC,2025-07-17,SOS,DISTRIBUTION
FROG,2025-12-15,SOS,DISTRIBUTION
FRPH,2024-11-25,SOS,DISTRIBUTION
FRSH,2024-07-31,SOW,ACCUMULATION
FRSX,2025-05-13,SOW,DISTRIBUTION
FSCS,2024-11-06,SOS,DISTRIBUTION
FSLY,2024-04-23,SOS,DISTRIBUTION
FSLY,2024-07-18,SOW,ACCUMULATION
FSLR,2024-05-24,SOS,MARKDOWN
FSMD,2025-12-10,SOS,ACCUMULATION
FSS,2025-10-29,SOS,DISTRIBUTION
FSV,2025-08-27,SOS,DISTRIBUTION
FTAG,2025-06-24,SOS,MARKDOWN
FTAI,2024-11-19,SOS,MARKDOWN
FTCS,2025-09-11,SOS,DISTRIBUTION
FTDR,2025-01-27,SOS,DISTRIBUTION
FTFT,2024-09-26,SOW,ACCUMULATION
FTGC,2025-10-30,SOS,DISTRIBUTION
FTGC,2024-08-01,SOW,ACCUMULATION
FTHF,2025-11-10,SOS,DISTRIBUTION
FTHF,2025-04-04,SOW,ACCUMULATION
FTHM,2025-03-13,SOW,DISTRIBUTION
FTKI,2025-10-10,SOW,ACCUMULATION
FTI,2025-09-23,SOS,DISTRIBUTION
FTK,2025-10-06,SOS,DISTRIBUTION
FTLF,2024-06-21,SOS,DISTRIBUTION
FTRK,2025-12-10,SOS,MARKDOWN
FTRK,2025-11-24,SOW,ACCUMULATION
FTRE,2024-07-18,SOW,ACCUMULATION
FTV,2025-07-30,SOW,ACCUMULATION
FTSM,2024-09-06,SOS,DISTRIBUTION
FTXG,2025-04-08,SOW,ACCUMULATION
FTXH,2025-10-30,SOS,DISTRIBUTION
FTXN,2024-04-11,SOS,ACCUMULATION
FTXN,2024-12-18,SOW,ACCUMULATION
FTXO,2025-08-22,SOS,DISTRIBUTION
FTXR,2024-11-08,SOS,DISTRIBUTION
FUBO,2025-01-06,SOS,ACCUMULATION
FUBO,2024-05-03,SOW,ACCUMULATION
FULC,2025-12-08,SOS,DISTRIBUTION
FULT,2024-11-25,SOS,DISTRIBUTION
FULTP,2024-10-21,SOS,ACCUMULATION
FUN,2025-10-14,SOW,DISTRIBUTION
FUSI,2025-04-23,SOW,DISTRIBUTION
FV,2024-03-05,SOW,ACCUMULATION
FVD,2024-11-21,SOS,DISTRIBUTION
FWONA,2025-02-06,SOS,MARKDOWN
FVRR,2024-04-15,SOW,ACCUMULATION
FWRD,2024-10-07,SOS,ACCUMULATION
FWRD,2025-04-03,SOW,MARKUP
FWONK,2025-02-06,SOS,ACCUMULATION
FXL,2025-01-28,SOS,DISTRIBUTION
FXO,2025-12-10,SOS,DISTRIBUTION
FYC,2025-08-12,SOS,DISTRIBUTION
FYX,2025-10-14,SOS,ACCUMULATION
GAA,2025-07-21,SOS,DISTRIBUTION
G,2024-11-08,SOS,ACCUMULATION
GAIA,2024-11-05,SOS,DISTRIBUTION
GAINN,2024-09-18,SOS,DISTRIBUTION
GAMR,2024-12-09,SOS,DISTRIBUTION
GAP,2025-04-03,SOW,ACCUMULATION
GAPR,2025-01-21,SOS,DISTRIBUTION
GASS,2024-05-20,SOS,DISTRIBUTION
GASS,2024-12-02,SOW,ACCUMULATION
GAU,2025-09-09,SOS,DISTRIBUTION
GAUG,2024-08-02,SOS,DISTRIBUTION
GBCI,2024-10-28,SOS,ACCUMULATION
GBDC,2025-04-04,SOW,ACCUMULATION
GBLI,2024-04-09,SOS,DISTRIBUTION
GBXA,2025-10-02,SOS,MARKDOWN
GBXA,2025-03-28,SOW,ACCUMULATION
GBXB,2025-12-10,SOS,DISTRIBUTION
GCBC,2024-05-01,SOS,DISTRIBUTION
GCBC,2025-04-03,SOW,ACCUMULATION
GCT,2024-03-05,SOS,DISTRIBUTION
GCMG,2025-02-10,SOS,ACCUMULATION
GCTS,2025-04-08,SOW,ACCUMULATION
GCTK,2024-04-19,SOS,DISTRIBUTION
GD,2025-09-11,SOS,DISTRIBUTION
GD,2025-01-28,SOW,ACCUMULATION
GDEN,2025-10-07,SOW,ACCUMULATION
GDDY,2024-12-04,SOS,DISTRIBUTION
GDEV,2024-09-09,SOS,ACCUMULATION
GDHG,2025-08-28,SOS,DISTRIBUTION
GDMN,2025-09-19,SOS,DISTRIBUTION
GDRX,2024-02-28,SOS,ACCUMULATION
GDRX,2024-11-07,SOW,ACCUMULATION
GDOC,2025-04-04,SOW,ACCUMULATION
GDMA,2024-09-19,SOS,DISTRIBUTION
GDS,2025-02-20,SOS,DISTRIBUTION
GDTC,2024-03-20,SOS,DISTRIBUTION
GECCH,2025-08-18,SOS,DISTRIBUTION
GDXJ,2025-12-11,SOS,DISTRIBUTION
GDX,2025-10-16,SOS,DISTRIBUTION
GE,2024-03-27,SOS,DISTRIBUTION
GE,2024-03-05,SOW,ACCUMULATION
GECCO,2024-08-14,SOS,DISTRIBUTION
GEF.B,2024-08-01,SOS,DISTRIBUTION
GEF.B,2025-04-07,SOW,ACCUMULATION
GEHC,2024-02-29,SOS,ACCUMULATION
GEHC,2025-04-03,SOW,DISTRIBUTION
GEL,2024-04-22,SOS,DISTRIBUTION
GEL,2024-04-22,SOW,DISTRIBUTION
GEND,2025-08-18,SOS,DISTRIBUTION
GEMD,2025-10-29,SOS,DISTRIBUTION
GENM,2025-04-09,SOW,ACCUMULATION
GEN,2025-08-08,SOS,DISTRIBUTION
GENI,2025-08-01,SOS,DISTRIBUTION
GEOA,2025-12-11,SOS,DISTRIBUTION
GEOS,2025-10-06,SOS,DISTRIBUTION
GEO,2024-11-19,SOS,DISTRIBUTION
GEVX,2025-12-10,SOS,ACCUMULATION
GES,2025-02-25,SOW,ACCUMULATION
GEV,2025-08-01,SOS,DISTRIBUTION
GEVO,2024-10-17,SOS,ACCUMULATION
GEVO,2024-06-28,SOW,ACCUMULATION
GFLW,2025-03-06,SOW,ACCUMULATION
GFF,2025-02-05,SOS,DISTRIBUTION
GFF,2024-05-01,SOW,ACCUMULATION
GFEB,2025-10-22,SOS,DISTRIBUTION
GFI,2025-10-15,SOS,DISTRIBUTION
GFGF,2025-12-08,SOS,DISTRIBUTION
GFR,2024-03-19,SOS,DISTRIBUTION
GFR,2025-04-04,SOW,ACCUMULATION
GFL,2025-03-05,SOS,DISTRIBUTION
GFS,2025-04-07,SOW,DISTRIBUTION
GGAL,2024-05-07,SOS,MARKDOWN
GGB,2024-07-23,SOW,ACCUMULATION
GGM,2024-05-14,SOS,DISTRIBUTION
GGLL,2025-09-03,SOS,DISTRIBUTION
GGUS,2025-10-10,SOS,DISTRIBUTION
GHC,2024-07-16,SOS,DISTRIBUTION
GH,2025-11-20,SOS,DISTRIBUTION
GHG,2025-12-18,SOW,ACCUMULATION
GHTA,2025-04-08,SOW,ACCUMULATION
GIFT,2025-02-05,SOW,ACCUMULATION
GIII,2024-08-05,SOW,ACCUMULATION
GILT,2025-08-21,SOS,DISTRIBUTION
GILT,2024-05-02,SOW,ACCUMULATION
GIL,2025-10-23,SOS,DISTRIBUTION
GIPR,2025-06-02,SOW,ACCUMULATION
GIS,2025-01-06,SOW,ACCUMULATION
GKOS,2024-11-19,SOS,DISTRIBUTION
GLBL,2025-04-08,SOW,ACCUMULATION
GLBE,2024-11-12,SOS,DISTRIBUTION
GLOF,2025-10-14,SOS,DISTRIBUTION
GLMD,2024-08-30,SOS,DISTRIBUTION
GLP,2025-02-28,SOS,DISTRIBUTION
GLPG,2025-10-06,SOS,DISTRIBUTION
GLTO,2024-08-30,SOS,MARKDOWN
GLSI,2024-03-07,SOS,DISTRIBUTION
GLUE,2024-10-28,SOS,DISTRIBUTION
GLW,2025-09-24,SOS,DISTRIBUTION
GM,2025-12-10,SOS,DISTRIBUTION
GMED,2025-02-06,SOS,DISTRIBUTION
GMAB,2024-11-13,SOW,ACCUMULATION
GME,2024-05-14,SOS,ACCUMULATION
GMAR,2025-02-06,SOS,DISTRIBUTION
GMGI,2025-09-02,SOW,ACCUMULATION
GMF,2024-09-30,SOS,ACCUMULATION
GMM,2024-11-26,SOS,DISTRIBUTION
GMNY,2025-04-08,SOW,DISTRIBUTION
GNE,2025-06-02,SOS,DISTRIBUTION
GMUN,2025-10-16,SOS,DISTRIBUTION
GNLN,2024-08-12,SOS,DISTRIBUTION
GNMA,2024-08-27,SOS,MARKDOWN
GNOM,2025-09-02,SOS,DISTRIBUTION
GNRC,2025-04-04,SOW,ACCUMULATION
GNSS,2024-09-05,SOS,DISTRIBUTION
GNSS,2024-05-17,SOW,ACCUMULATION
GNW,2025-10-16,SOS,DISTRIBUTION
