symbol,date,transition,prior_regime,new_regime
IPI,2025-03-04,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
IPKW,2025-10-14,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
IPOS,2025-11-14,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
IPSC,2025-01-10,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
IPW,2025-03-21,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
IPWR,2024-03-21,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
IQ,2025-04-07,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
IQLT,2024-04-04,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
IQM,2025-07-30,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
IQRA,2025-06-03,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
IR,2025-04-29,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
IRBT,2025-03-10,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
IRDM,2025-02-13,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
IRIX,2024-10-07,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
IRM,2024-05-14,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
IRM,2024-08-01,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
IRM,2024-12-16,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
IRS,2024-05-31,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
IRTC,2025-09-29,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
IRTR,2025-04-07,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
IRVH,2024-10-02,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
IRWD,2025-01-30,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
ISPC,2025-03-05,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
ISPR,2025-01-06,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
ISPR,2025-11-06,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
ISPR,2025-11-13,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
ISRA,2025-08-07,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
ITB,2024-04-15,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
ITB,2025-04-03,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
ITB,2025-05-19,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
ITDE,2024-08-05,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
ITDF,2024-08-05,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
ITEQ,2025-04-07,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
ITIC,2024-12-16,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
ITRI,2024-05-02,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
ITRN,2025-02-18,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
ITRN,2025-05-28,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
ITUB,2025-04-09,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
IVA,2025-08-14,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
IVAL,2024-04-12,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
IVAL,2024-04-30,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
IVDA,2024-11-21,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
IVES,2024-09-17,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
IVLU,2024-12-20,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
IVP,2024-06-06,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
IVR,2024-12-20,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
IVRS,2025-10-29,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
IVVD,2024-06-27,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
IVW,2024-08-05,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
IWF,2025-07-31,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
IWFG,2025-02-03,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
IWMW,2025-03-27,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
IWMW,2025-04-07,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
IWMW,2025-08-01,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
IWO,2024-12-17,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
IWR,2025-10-14,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
IWY,2024-04-19,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
IWY,2024-08-01,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
IXG,2024-06-07,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
IXHL,2024-08-14,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
IXHL,2025-07-23,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
IXJ,2025-09-30,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
IYLD,2024-07-01,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
IYM,2024-11-06,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
IYW,2025-03-04,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
IYY,2024-08-05,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
IZEA,2025-07-21,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
IZRL,2024-10-02,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
JACK,2025-05-19,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
JAGX,2025-07-10,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
JAKK,2025-02-21,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
JAMF,2025-04-03,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
JANX,2025-03-28,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
JAZZ,2025-08-07,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
JBHT,2024-04-15,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
JBI,2024-09-10,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
JBL,2024-08-30,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
JBLU,2025-10-14,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
JBSS,2025-02-06,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
JCHI,2025-03-06,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
JCI,2024-12-17,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
JD,2024-11-12,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
JDOC,2024-12-18,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
JDST,2025-04-04,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
JEF,2024-08-01,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
JELD,2025-04-08,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
JEMA,2025-03-17,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
JETS,2025-08-22,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
JETS,2025-11-07,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
JFB,2025-09-26,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
JFB,2025-11-11,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
JFBR,2025-06-16,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
JFBR,2025-12-04,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
JFIN,2024-10-01,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
JGRW,2025-09-02,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
JHCR,2025-03-10,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
JHDV,2024-12-31,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
JHMB,2025-01-16,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
JHMD,2025-10-14,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
JHMU,2024-06-24,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
JIVE,2024-04-29,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
JJSF,2025-11-18,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
JKS,2024-06-21,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
JL,2024-08-26,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
JLQD,2025-07-31,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
JMEE,2025-07-01,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
JNK,2025-10-14,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
JOUT,2025-06-11,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
JPEM,2024-05-02,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
JPIB,2024-06-18,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
JPMB,2024-05-03,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
JSM,2024-11-29,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
JSPR,2025-01-14,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
JTAI,2024-12-18,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
JUCY,2024-07-17,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
JULH,2025-07-01,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
JULP,2025-04-09,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
JWEL,2024-11-29,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
JXN,2024-08-05,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
JXN,2024-11-01,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
JXN,2024-12-09,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
JZ,2024-06-13,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
JZXN,2024-04-02,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
KALA,2025-09-25,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
KALV,2025-12-04,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
KARO,2025-10-14,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
KARS,2024-12-09,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
KAVL,2024-07-17,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
KBA,2025-08-22,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
KBAB,2025-12-18,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
KBDC,2024-10-25,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
KBR,2024-12-16,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
KBWB,2025-08-13,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
KBWD,2024-11-06,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
KBWD,2025-04-04,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
KBWD,2025-06-26,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
KBWY,2025-04-03,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
KC,2025-09-09,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
KCAI,2025-12-18,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
KCSH,2025-09-30,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
KE,2025-05-07,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
KE,2025-10-09,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
KELYA,2024-11-13,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
KEMQ,2024-05-13,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
KEMQ,2025-02-26,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
KEN,2024-12-26,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
KEP,2025-04-07,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
KEQU,2025-01-23,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
KEUA,2024-07-12,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
KEX,2024-08-01,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
KEY,2024-12-02,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
KEYS,2025-08-20,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
KFFB,2025-10-07,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
KFRC,2024-07-30,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
KHC,2025-05-21,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
KIDS,2024-03-12,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
KINS,2024-11-20,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
KLAC,2024-08-01,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
KLIC,2025-08-06,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
KLTR,2024-11-07,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
KLTR,2025-04-03,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
KLXY,2024-04-08,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
KLXY,2024-08-06,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
KLXY,2025-06-25,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
KMAR,2025-11-07,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
KMB,2024-04-19,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
KMI,2024-10-10,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
KMX,2024-04-15,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
KNDI,2024-08-02,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
KNGZ,2025-07-01,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
KNSL,2024-04-26,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
KOCT,2024-12-16,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
KODK,2025-04-09,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
KOKU,2025-03-05,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
KOMP,2025-07-16,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
KOP,2025-04-07,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
KOP,2025-08-11,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
KORE,2024-07-23,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
KORP,2024-10-03,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
KOSS,2024-08-01,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
KPTI,2025-03-24,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
KR,2024-12-10,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
KRE,2024-11-13,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
KRNT,2024-05-28,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
KRO,2024-11-06,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
KRO,2025-11-07,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
KRO,2025-11-25,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
KROP,2024-05-20,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
KROS,2024-12-27,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
KRP,2025-03-03,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
KRRO,2024-06-13,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
KRYS,2025-06-24,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
KSA,2024-05-22,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
KSEP,2025-07-01,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
KSTR,2025-08-22,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
KT,2024-11-25,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
KTB,2025-07-01,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
KTCC,2024-07-16,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
KTEC,2025-08-22,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
KTOS,2024-11-11,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
KTTA,2025-02-05,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
KULR,2024-11-21,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
KURA,2024-11-19,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
KURA,2025-02-03,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
KVHI,2025-09-08,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
KVUE,2024-08-06,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
KVUE,2024-11-08,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
KWEB,2024-04-24,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
KWEB,2024-10-02,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
KWR,2024-12-17,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
KXIN,2024-12-03,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
KYTX,2024-06-14,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
KZR,2025-10-07,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
L,2024-04-04,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
L,2024-05-31,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LAB,2024-07-31,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LABD,2024-12-18,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LAD,2025-10-23,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LAES,2025-01-03,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LAND,2024-11-14,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LASE,2024-03-21,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
LAZR,2025-10-24,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LB,2025-11-11,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
LBAY,2024-05-24,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LBGJ,2025-09-08,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
LBO,2024-12-16,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LBRDA,2024-04-26,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
LBRDA,2024-09-23,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
LBRT,2024-10-30,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LBTYB,2024-11-11,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LCF,2024-07-31,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LCID,2025-05-20,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LCII,2025-10-31,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LCNB,2025-04-04,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
LCUT,2024-10-23,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LCUT,2025-11-03,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
LDOS,2024-11-13,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LDRI,2025-10-30,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
LE,2025-06-05,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LEA,2024-10-23,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LECO,2025-04-30,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
LECO,2025-07-31,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
LECO,2025-10-30,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LEE,2025-03-20,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
LEGN,2024-07-12,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LEMB,2025-06-23,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
LEN,2024-11-25,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LEN,2025-11-21,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
LEN.B,2025-06-20,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
LESL,2024-07-01,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LEU,2024-05-17,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
LEXI,2025-07-02,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
LEXX,2025-05-02,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LFCR,2025-07-10,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
LFCR,2025-12-17,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LFMD,2025-08-04,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LFT,2024-02-26,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
LGCL,2024-08-08,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LGH,2025-04-10,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
LGLV,2025-10-14,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LGVN,2024-04-11,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LH,2024-07-31,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
LHX,2025-04-09,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LIAM,2025-09-19,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
LIAU,2025-10-14,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LICN,2024-04-25,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
LICN,2025-03-03,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
LICN,2025-03-10,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LIDR,2024-06-14,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LIDR,2025-04-30,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
LIEN,2025-01-10,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LIEN,2025-06-09,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
LIF,2024-08-21,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
LII,2024-10-23,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
LILA,2025-02-12,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LINC,2025-08-11,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LIND,2024-12-03,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LINE,2025-02-25,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
LINK,2025-05-22,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
LIT,2025-04-09,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
LITB,2024-06-06,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
LITB,2024-09-05,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
LITB,2024-10-28,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LITM,2024-12-17,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
LITP,2025-09-25,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LIVE,2024-08-13,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LIVN,2024-06-05,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LKFN,2024-06-28,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
LLDR,2024-12-17,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LLDR,2024-12-26,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
LLDR,2025-03-31,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
LLYVK,2024-05-03,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
LMFA,2024-06-20,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LMND,2024-11-06,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
LMNR,2024-07-15,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
LMT,2025-02-14,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
LMT,2025-03-24,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
LMTS,2025-10-21,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
LND,2024-12-23,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
LNG,2024-10-31,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
LNKS,2025-09-09,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LNTH,2024-11-07,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LOAR,2024-08-13,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
LOBO,2025-04-07,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
LOCL,2025-04-04,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
LOMA,2024-09-18,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
LOOP,2024-07-23,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LOVE,2024-04-09,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LOW,2025-02-26,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
LPA,2025-09-29,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
LPX,2024-10-21,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LQAI,2025-03-05,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LQD,2025-09-04,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
LQDA,2024-11-25,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
LQDT,2024-11-04,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
