symbol,date,event,prior_regime
INRO,2024-07-15,SOS,DISTRIBUTION
INOD,2025-09-22,SOS,DISTRIBUTION
INQQ,2024-05-17,SPRING,MARKDOWN
INSE,2025-02-04,BC,ACCUMULATION
INSE,2025-06-23,SPRING,MARKDOWN
INSE,2025-04-04,SOW,DISTRIBUTION
INSP,2025-11-24,BC,ACCUMULATION
INSP,2025-11-03,SPRING,ACCUMULATION
INSG,2025-05-19,BC,DISTRIBUTION
INSG,2024-05-30,SOS,ACCUMULATION
INSW,2025-06-13,BC,ACCUMULATION
INSM,2025-10-30,BC,ACCUMULATION
INTC,2025-08-14,BC,ACCUMULATION
INTC,2024-08-05,SPRING,DISTRIBUTION
INTC,2025-04-04,SOW,ACCUMULATION
INTA,2025-02-05,BC,ACCUMULATION
INTA,2024-05-07,SPRING,MARKDOWN
INTG,2025-10-22,BC,MARKDOWN
INTG,2025-03-05,SPRING,ACCUMULATION
INTG,2025-06-05,SOW,ACCUMULATION
INTJ,2025-04-22,BC,ACCUMULATION
INTJ,2025-03-11,SPRING,DISTRIBUTION
INTJ,2025-04-22,SOW,ACCUMULATION
INTW,2025-08-14,BC,ACCUMULATION
INTW,2025-04-09,SPRING,DISTRIBUTION
INTW,2025-09-18,SOS,DISTRIBUTION
INTR,2025-10-24,SOS,DISTRIBUTION
INTL,2025-04-08,SOW,ACCUMULATION
INTU,2024-11-21,BC,MARKUP
INTS,2025-10-30,BC,DISTRIBUTION
INV,2025-12-11,BC,DISTRIBUTION
INTZ,2025-10-15,BC,DISTRIBUTION
INUV,2025-09-22,BC,MARKUP
INUV,2025-07-01,SOS,DISTRIBUTION
INVE,2025-10-17,BC,DISTRIBUTION
INVA,2025-11-06,BC,ACCUMULATION
INVA,2025-03-13,SPRING,MARKDOWN
INVX,2025-11-14,BC,ACCUMULATION
IONL,2025-10-06,SOS,DISTRIBUTION
INVH,2025-02-27,BC,DISTRIBUTION
INVH,2025-12-16,SPRING,MARKDOWN
INVH,2025-12-09,SOW,ACCUMULATION
INVZ,2025-06-18,BC,ACCUMULATION
INVZ,2024-11-11,SPRING,MARKUP
INVZ,2024-02-28,SOS,DISTRIBUTION
IONX,2025-10-06,SOS,DISTRIBUTION
IOBT,2025-08-15,BC,MARKDOWN
IOBT,2025-10-20,SPRING,DISTRIBUTION
IOBT,2024-11-21,SOW,ACCUMULATION
IONQ,2025-10-06,SOS,DISTRIBUTION
IONR,2025-09-25,BC,ACCUMULATION
IONR,2025-07-14,SPRING,DISTRIBUTION
IONS,2025-09-02,BC,MARKDOWN
IONS,2025-10-29,SOS,DISTRIBUTION
IOR,2025-11-11,BC,MARKUP
IOR,2025-07-11,SOS,DISTRIBUTION
IOPP,2025-10-29,SPRING,ACCUMULATION
IOSP,2024-05-31,BC,DISTRIBUTION
IOT,2025-12-05,BC,ACCUMULATION
IOT,2025-03-21,SPRING,MARKUP
IOT,2024-10-10,SOS,DISTRIBUTION
IOVA,2025-07-22,BC,ACCUMULATION
IPAC,2025-08-22,SOS,DISTRIBUTION
IPAV,2025-02-25,BC,MARKDOWN
IPAV,2025-03-06,SOS,DISTRIBUTION
IPAV,2025-01-10,SOW,ACCUMULATION
IPAR,2025-02-26,BC,DISTRIBUTION
IP,2025-01-30,BC,MARKUP
IP,2024-05-23,SPRING,MARKDOWN
IP,2024-11-20,SOS,DISTRIBUTION
IPAY,2025-06-23,BC,DISTRIBUTION
IPDN,2024-10-03,BC,DISTRIBUTION
IPI,2025-05-06,BC,ACCUMULATION
IPI,2024-03-08,SOW,ACCUMULATION
IPHA,2025-11-10,BC,ACCUMULATION
IPOS,2025-08-18,BC,ACCUMULATION
IPOS,2025-09-17,SOS,DISTRIBUTION
IPW,2025-03-21,BC,MARKUP
IPW,2024-03-07,SOS,DISTRIBUTION
IPSC,2025-12-19,BC,ACCUMULATION
IPX,2025-09-15,SOS,DISTRIBUTION
IPWR,2024-08-08,BC,DISTRIBUTION
IQHI,2024-05-29,SOW,ACCUMULATION
IQ,2025-02-12,BC,ACCUMULATION
IQ,2025-04-07,SOW,DISTRIBUTION
IQLT,2024-03-08,SOS,DISTRIBUTION
IQLT,2025-04-07,SOW,ACCUMULATION
IQM,2025-07-30,SOS,ACCUMULATION
IQRA,2025-06-03,BC,MARKUP
IR,2025-04-29,SPRING,MARKDOWN
IQV,2025-12-04,BC,ACCUMULATION
IRBT,2025-12-10,BC,DISTRIBUTION
IRDM,2025-02-13,BC,MARKUP
IRDM,2024-10-17,SOS,DISTRIBUTION
IRDM,2025-09-09,SOW,ACCUMULATION
IREN,2025-10-14,SOS,DISTRIBUTION
IRIX,2025-07-17,BC,DISTRIBUTION
IRM,2025-06-26,BC,DISTRIBUTION
IRM,2024-05-14,SPRING,MARKDOWN
IRM,2024-08-01,SOS,ACCUMULATION
IRMD,2025-11-04,BC,ACCUMULATION
IRMD,2025-12-22,SOS,DISTRIBUTION
IRON,2024-06-14,BC,ACCUMULATION
IRON,2024-04-01,SPRING,MARKUP
IRS,2024-11-18,BC,ACCUMULATION
IRS,2024-05-31,SPRING,MARKDOWN
IROQ,2025-06-04,BC,DISTRIBUTION
IROQ,2025-08-26,SOS,DISTRIBUTION
IRT,2024-06-10,BC,ACCUMULATION
IRT,2024-07-25,SOS,DISTRIBUTION
IRT,2025-10-29,SOW,MARKUP
ISBA,2025-12-10,SOS,DISTRIBUTION
IRTC,2025-09-22,SOS,DISTRIBUTION
IRVH,2024-10-02,BC,MARKUP
IRVH,2024-09-11,SOS,DISTRIBUTION
IRTR,2025-11-07,BC,ACCUMULATION
IRWD,2025-10-31,BC,DISTRIBUTION
ISCG,2024-11-05,SOS,DISTRIBUTION
ISHG,2025-07-16,SOS,DISTRIBUTION
ISHP,2025-08-06,SOS,DISTRIBUTION
ISPC,2025-07-30,BC,ACCUMULATION
ISPC,2024-09-16,SOS,MARKDOWN
ISPO,2025-01-17,BC,DISTRIBUTION
ISPR,2025-04-09,BC,DISTRIBUTION
ISPR,2025-11-13,SPRING,MARKDOWN
ISPR,2025-11-06,SOW,DISTRIBUTION
ISRA,2025-06-23,SOS,DISTRIBUTION
ISRG,2025-04-09,BC,ACCUMULATION
ISRG,2025-03-21,SPRING,MARKUP
ISRG,2024-12-09,SOS,DISTRIBUTION
ISSC,2025-12-19,BC,ACCUMULATION
ISTR,2025-12-04,SOS,DISTRIBUTION
ISWN,2024-08-27,SOS,DISTRIBUTION
IT,2024-11-05,SOS,DISTRIBUTION
ITA,2024-07-23,BC,MARKDOWN
ITA,2025-04-07,SPRING,ACCUMULATION
ITA,2024-08-01,SOS,DISTRIBUTION
ITB,2025-07-22,BC,ACCUMULATION
ITB,2025-05-19,SPRING,MARKDOWN
ITB,2025-04-03,SOW,DISTRIBUTION
ITDF,2024-04-15,SOW,ACCUMULATION
ITOL,2025-12-15,BC,ACCUMULATION
ITGR,2025-02-19,BC,DISTRIBUTION
ITIC,2024-11-12,SOS,DISTRIBUTION
ITM,2025-08-22,BC,ACCUMULATION
ITP,2024-10-10,BC,DISTRIBUTION
ITP,2024-12-31,SOS,DISTRIBUTION
ITRI,2024-05-03,BC,ACCUMULATION
ITRI,2024-05-02,SPRING,MARKDOWN
ITRG,2025-05-06,BC,MARKDOWN
ITRG,2025-09-19,SPRING,DISTRIBUTION
ITRM,2024-12-02,SOS,DISTRIBUTION
ITRM,2025-09-12,SOW,ACCUMULATION
ITRN,2025-05-28,BC,MARKUP
ITRN,2025-02-18,SOS,ACCUMULATION
ITT,2025-10-29,BC,ACCUMULATION
IVA,2025-10-27,BC,ACCUMULATION
IVA,2025-08-14,SPRING,MARKDOWN
IVAL,2024-07-16,BC,ACCUMULATION
IVAL,2024-07-16,SPRING,ACCUMULATION
IVAL,2024-04-30,SOW,DISTRIBUTION
IVES,2024-10-07,BC,ACCUMULATION
IVES,2024-06-17,SOW,ACCUMULATION
IVDA,2025-10-02,BC,DISTRIBUTION
IVDA,2024-11-21,SOS,ACCUMULATION
IVLU,2025-07-23,BC,ACCUMULATION
IVLU,2025-08-22,SOS,DISTRIBUTION
IVLU,2024-08-06,SOW,ACCUMULATION
IVOO,2024-07-16,BC,ACCUMULATION
IVOO,2024-11-05,SOS,DISTRIBUTION
IVOO,2025-04-03,SOW,MARKUP
IVP,2025-05-30,BC,DISTRIBUTION
IVR,2024-12-20,BC,MARKUP
IVR,2024-02-26,SOS,DISTRIBUTION
IVRS,2025-08-25,SOS,DISTRIBUTION
IVT,2024-10-01,SOS,DISTRIBUTION
IVVD,2025-08-26,BC,DISTRIBUTION
IVW,2024-04-19,SOW,ACCUMULATION
IVVM,2024-05-31,SOS,DISTRIBUTION
IVZ,2025-10-24,BC,ACCUMULATION
IWC,2025-08-22,SOS,DISTRIBUTION
IWFG,2025-02-03,BC,MARKUP
IWF,2025-07-31,SOS,ACCUMULATION
IWLG,2025-09-22,BC,ACCUMULATION
IWM,2025-08-22,BC,ACCUMULATION
IWMW,2025-11-07,BC,ACCUMULATION
IWMW,2025-04-07,SOW,DISTRIBUTION
IWO,2024-11-06,SOS,DISTRIBUTION
IWR,2025-11-21,SPRING,ACCUMULATION
IWX,2024-09-11,SOS,DISTRIBUTION
IWY,2024-03-12,BC,ACCUMULATION
IWY,2024-06-17,SOS,MARKDOWN
IWY,2024-04-19,SOW,DISTRIBUTION
IXG,2024-05-23,SOS,DISTRIBUTION
IXJ,2025-09-30,BC,MARKUP
IXJ,2024-07-17,SOS,DISTRIBUTION
IXN,2024-04-22,SPRING,MARKDOWN
IXHL,2025-07-24,BC,ACCUMULATION
IXHL,2025-07-23,SPRING,MARKDOWN
IXHL,2025-03-07,SOW,ACCUMULATION
IYE,2024-10-01,BC,DISTRIBUTION
IYG,2024-11-06,BC,MARKDOWN
IYG,2025-02-20,SOS,DISTRIBUTION
IYG,2024-08-06,SOW,ACCUMULATION
IYK,2024-08-02,BC,DISTRIBUTION
IYK,2024-09-03,SOS,DISTRIBUTION
IYH,2025-11-21,BC,ACCUMULATION
IYLD,2025-08-22,BC,ACCUMULATION
IYLD,2025-01-13,SPRING,ACCUMULATION
IYLD,2025-11-07,SOS,DISTRIBUTION
IYY,2024-04-15,SOW,ACCUMULATION
IYT,2024-11-06,BC,DISTRIBUTION
IZEA,2025-10-10,BC,ACCUMULATION
IZEA,2025-07-21,SPRING,MARKDOWN
IZRL,2024-10-02,SPRING,MARKDOWN
J,2025-10-20,BC,ACCUMULATION
JAAA,2024-10-23,SOS,DISTRIBUTION
JACK,2025-11-25,BC,ACCUMULATION
JAKK,2025-02-21,BC,MARKUP
JAKK,2024-10-31,SOS,DISTRIBUTION
JAGX,2025-09-24,BC,DISTRIBUTION
JAMF,2025-09-11,BC,MARKDOWN
JAMF,2025-08-08,SOW,ACCUMULATION
JANH,2025-08-07,BC,MARKDOWN
JANH,2025-03-10,SOW,ACCUMULATION
JANJ,2025-09-15,BC,ACCUMULATION
JANP,2025-12-08,SOS,DISTRIBUTION
JANX,2025-10-15,BC,ACCUMULATION
JANX,2024-02-27,SOS,MARKDOWN
JAZZ,2025-11-18,BC,ACCUMULATION
JAZZ,2024-07-11,SOW,ACCUMULATION
JBDI,2025-01-08,BC,DISTRIBUTION
JBDI,2025-03-31,SOS,DISTRIBUTION
JBBB,2025-01-27,SOS,DISTRIBUTION
JBI,2025-08-07,BC,MARKDOWN
JBI,2024-09-10,SOW,DISTRIBUTION
JBHT,2025-10-16,BC,ACCUMULATION
JBL,2025-06-17,BC,ACCUMULATION
JBL,2024-08-30,SPRING,MARKDOWN
JBL,2025-09-22,SOS,DISTRIBUTION
JBLU,2025-04-08,SOW,ACCUMULATION
JBTM,2025-12-10,BC,ACCUMULATION
JBSS,2025-10-30,BC,DISTRIBUTION
JCI,2025-04-09,BC,ACCUMULATION
JCI,2024-11-06,SOS,MARKDOWN
JCHI,2024-10-01,SOS,DISTRIBUTION
JCSE,2025-09-10,BC,DISTRIBUTION
JD,2025-09-16,BC,ACCUMULATION
JDZG,2025-10-14,BC,DISTRIBUTION
JDOC,2025-07-22,BC,DISTRIBUTION
JEF,2025-06-26,BC,DISTRIBUTION
JEMA,2025-03-17,BC,MARKUP
JELD,2025-07-22,BC,DISTRIBUTION
JFB,2025-09-29,BC,ACCUMULATION
JFB,2025-10-29,SOS,DISTRIBUTION
JFB,2025-05-20,SOW,ACCUMULATION
JETS,2025-11-07,BC,MARKUP
JETS,2025-08-22,SOS,ACCUMULATION
JFBR,2025-12-04,BC,MARKUP
JFBR,2025-06-16,SOS,ACCUMULATION
JFIN,2024-06-10,BC,DISTRIBUTION
JFIN,2024-10-01,SOS,ACCUMULATION
JFU,2025-12-10,SOS,DISTRIBUTION
JGRW,2024-12-18,SOW,ACCUMULATION
JG,2024-11-20,BC,DISTRIBUTION
JHCR,2025-03-10,BC,MARKUP
JHDV,2025-09-03,BC,ACCUMULATION
JHDV,2025-01-13,SPRING,ACCUMULATION
JHEM,2025-12-12,SOS,DISTRIBUTION
JHHY,2025-04-04,SOW,ACCUMULATION
JHID,2025-11-10,BC,ACCUMULATION
JHMM,2025-07-01,BC,ACCUMULATION
JHMU,2025-02-26,BC,DISTRIBUTION
JHX,2025-07-01,BC,ACCUMULATION
JIII,2025-09-08,SOS,DISTRIBUTION
JIVE,2024-04-03,SOS,DISTRIBUTION
JJSF,2025-11-03,SPRING,DISTRIBUTION
JJSF,2025-11-10,SOW,ACCUMULATION
JL,2025-10-03,BC,ACCUMULATION
JL,2024-08-26,SPRING,DISTRIBUTION
JL,2024-08-26,SOW,DISTRIBUTION
JKS,2025-11-17,BC,DISTRIBUTION
JKS,2024-06-21,SPRING,MARKDOWN
JKS,2024-10-07,SOS,ACCUMULATION
JKS,2024-04-17,SOW,ACCUMULATION
JLL,2025-11-05,BC,DISTRIBUTION
JLL,2025-11-25,SOS,DISTRIBUTION
JLQD,2025-08-05,BC,ACCUMULATION
JLQD,2024-12-18,SOW,MARKUP
JMEE,2025-07-01,BC,MARKUP
JMEE,2024-11-05,SOS,DISTRIBUTION
JMIA,2025-09-16,BC,MARKDOWN
JMIA,2024-07-22,SOS,DISTRIBUTION
JMIA,2025-02-20,SOW,ACCUMULATION
JMSB,2025-11-07,BC,ACCUMULATION
JMST,2025-03-25,SOS,DISTRIBUTION
JMUB,2025-09-08,BC,ACCUMULATION
JNJ,2025-07-16,BC,MARKDOWN
JNJ,2025-08-04,SOS,DISTRIBUTION
JNUG,2024-10-18,SOS,DISTRIBUTION
JOB,2024-12-20,SPRING,ACCUMULATION
JOB,2025-03-31,SOW,ACCUMULATION
JOBY,2025-10-14,BC,DISTRIBUTION
JOET,2024-11-06,BC,ACCUMULATION
JOET,2024-12-09,SOS,DISTRIBUTION
JOE,2025-10-30,BC,ACCUMULATION
JOJO,2025-04-04,SOS,DISTRIBUTION
JOUT,2025-06-11,SPRING,MARKDOWN
JOUT,2025-03-06,SOW,ACCUMULATION
JPEM,2024-05-02,SPRING,MARKDOWN
JPAN,2025-11-11,BC,ACCUMULATION
JPIB,2024-06-18,BC,MARKUP
JPM,2025-04-09,BC,DISTRIBUTION
JPM,2025-10-14,SPRING,DISTRIBUTION
JPM,2024-11-06,SOS,MARKDOWN
JPLD,2024-07-19,SOS,DISTRIBUTION
JPMB,2024-08-02,BC,ACCUMULATION
JPMB,2024-09-18,SOS,DISTRIBUTION
JQUA,2025-07-30,SOS,ACCUMULATION
JRSH,2025-02-07,BC,MARKDOWN
JRSH,2024-02-29,SOW,ACCUMULATION
JRVR,2025-11-04,BC,DISTRIBUTION
JRVR,2024-03-14,SPRING,MARKUP
JRVR,2024-10-07,SOW,ACCUMULATION
JSCP,2024-09-06,SOS,DISTRIBUTION
JSM,2024-11-29,BC,MARKUP
JSM,2024-02-29,SOS,DISTRIBUTION
JSM,2025-04-07,SOW,ACCUMULATION
JSPR,2025-05-29,BC,DISTRIBUTION
JSPR,2025-10-30,SOW,ACCUMULATION
JTAI,2025-09-24,BC,DISTRIBUTION
JUCY,2024-07-17,BC,MARKUP
JUCY,2025-03-28,SOW,ACCUMULATION
JULP,2025-10-29,BC,ACCUMULATION
JUNM,2025-09-03,SOS,DISTRIBUTION
JUNP,2025-09-04,SOS,DISTRIBUTION
JUNS,2025-07-03,BC,DISTRIBUTION
JXG,2025-12-08,SOS,DISTRIBUTION
JUNZ,2025-09-02,BC,ACCUMULATION
JUNZ,2025-09-11,SOS,DISTRIBUTION
JVAL,2024-11-14,SOS,DISTRIBUTION
JWEL,2025-07-01,BC,DISTRIBUTION
JXN,2025-08-06,BC,DISTRIBUTION
JXN,2024-11-01,SOS,ACCUMULATION
JYNT,2025-03-19,BC,DISTRIBUTION
JYNT,2024-03-11,SOS,MARKDOWN
JYNT,2024-03-04,SOW,ACCUMULATION
JYD,2025-09-10,SPRING,DISTRIBUTION
JZXN,2025-09-23,BC,DISTRIBUTION
JZ,2024-09-26,BC,DISTRIBUTION
KALA,2025-09-12,SOS,DISTRIBUTION
KALU,2025-10-23,BC,ACCUMULATION
KALU,2025-04-07,SPRING,MARKDOWN
KALU,2024-07-16,SOS,DISTRIBUTION
KALU,2025-04-04,SOW,MARKUP
KALV,2025-07-07,BC,MARKDOWN
KALV,2024-09-13,SPRING,DISTRIBUTION
KALV,2025-12-04,SOS,ACCUMULATION
KALV,2024-10-31,SOW,ACCUMULATION
KAR,2025-08-06,BC,MARKDOWN
KAR,2025-09-10,SOS,DISTRIBUTION
KAR,2024-10-07,SOW,ACCUMULATION
KBAB,2025-09-11,SOS,DISTRIBUTION
KARS,2024-12-09,BC,MARKUP
KARO,2025-10-14,BC,MARKUP
KARO,2025-06-03,SOS,DISTRIBUTION
KAVL,2024-12-30,BC,DISTRIBUTION
KBA,2025-08-22,BC,MARKUP
KBDC,2025-07-10,BC,DISTRIBUTION
KBH,2024-06-21,BC,DISTRIBUTION
KBH,2024-07-11,SOS,DISTRIBUTION
KBH,2025-04-07,SOW,ACCUMULATION
KBE,2025-07-01,BC,ACCUMULATION
KBR,2025-05-06,BC,DISTRIBUTION
KBR,2025-10-13,SPRING,MARKDOWN
KBR,2025-10-10,SOW,ACCUMULATION
KBUF,2024-12-17,BC,MARKDOWN
KBWB,2025-08-22,BC,ACCUMULATION
KBWB,2025-08-13,SPRING,MARKDOWN
KBWB,2025-09-30,SOS,DISTRIBUTION
KBWD,2024-11-06,BC,MARKUP
KBWD,2025-06-26,SPRING,MARKDOWN
KBWD,2024-07-11,SOS,DISTRIBUTION
KBWD,2025-04-04,SOW,DISTRIBUTION
KC,2025-09-09,BC,MARKUP
KC,2025-02-06,SOS,DISTRIBUTION
KBWR,2025-06-26,BC,ACCUMULATION
KCAI,2025-09-04,BC,ACCUMULATION
KCAI,2025-11-13,SOS,DISTRIBUTION
KBWY,2025-07-01,BC,ACCUMULATION
KDP,2025-02-27,BC,DISTRIBUTION
KEMQ,2024-09-24,BC,ACCUMULATION
KEMQ,2024-05-13,SPRING,MARKDOWN
KEMQ,2024-10-01,SOS,DISTRIBUTION
KELYA,2025-08-08,BC,DISTRIBUTION
KE,2025-08-14,BC,ACCUMULATION
KE,2025-05-07,SPRING,MARKDOWN
KE,2025-08-22,SOS,DISTRIBUTION
KE,2025-03-03,SOW,ACCUMULATION
KEMX,2024-07-25,BC,DISTRIBUTION
KEN,2025-12-19,BC,ACCUMULATION
KEN,2024-12-26,SPRING,MARKDOWN
KEQU,2025-06-26,BC,DISTRIBUTION
KEP,2025-07-16,BC,ACCUMULATION
KEP,2025-10-17,SOS,DISTRIBUTION
KEP,2024-06-21,SOW,ACCUMULATION
KEX,2025-10-29,BC,DISTRIBUTION
KEY,2025-07-22,BC,ACCUMULATION
KFFB,2025-10-13,BC,MARKUP
KFFB,2025-10-07,SOS,ACCUMULATION
KEYS,2025-10-31,BC,ACCUMULATION
KEYS,2025-11-25,SOS,DISTRIBUTION
KEYS,2024-05-21,SOW,ACCUMULATION
KFRC,2024-07-30,BC,MARKUP
KFRC,2024-03-04,SOS,DISTRIBUTION
KFS,2025-05-15,SOS,DISTRIBUTION
KFY,2024-08-01,SOS,DISTRIBUTION
KGEI,2025-03-04,BC,DISTRIBUTION
KGC,2025-10-02,SOS,DISTRIBUTION
KGRN,2024-10-07,SOS,DISTRIBUTION
KGS,2024-07-22,BC,DISTRIBUTION
KGS,2024-10-04,SOS,DISTRIBUTION
KHYB,2025-09-03,BC,ACCUMULATION
KHC,2025-07-11,BC,MARKDOWN
KHC,2025-07-11,SPRING,MARKDOWN
KHC,2025-05-21,SOW,DISTRIBUTION
KIDS,2025-03-05,BC,DISTRIBUTION
KIE,2024-08-02,BC,DISTRIBUTION
KINS,2025-05-09,BC,ACCUMULATION
KINS,2024-11-20,SPRING,MARKDOWN
KJAN,2025-07-01,BC,ACCUMULATION
KJAN,2025-08-12,SOS,DISTRIBUTION
KJUN,2025-02-03,BC,ACCUMULATION
KJUN,2024-12-10,SOS,MARKDOWN
KLC,2025-10-10,SOW,ACCUMULATION
KLAC,2025-04-09,BC,ACCUMULATION
KKR,2025-11-07,BC,ACCUMULATION
KKR,2024-10-24,SOS,DISTRIBUTION
KLMT,2025-09-26,BC,ACCUMULATION
KLMT,2025-10-02,SOS,DISTRIBUTION
KLIC,2025-08-06,SPRING,MARKDOWN
KLIP,2024-11-06,SOW,ACCUMULATION
KMAR,2025-11-07,BC,MARKUP
KLTR,2025-09-10,BC,DISTRIBUTION
KLTR,2024-11-07,SOS,ACCUMULATION
KLTR,2024-06-06,SOW,ACCUMULATION
KLXY,2025-09-02,BC,ACCUMULATION
KLXY,2025-06-25,SPRING,MARKDOWN
KLXY,2024-08-06,SOW,DISTRIBUTION
KLXE,2025-06-13,BC,MARKDOWN
KLXE,2025-04-04,SOW,DISTRIBUTION
KMB,2024-04-19,SPRING,MARKDOWN
KMI,2024-11-06,BC,ACCUMULATION
KMI,2024-10-10,SPRING,MARKDOWN
KMI,2024-11-25,SOS,DISTRIBUTION
KMDA,2025-06-24,BC,DISTRIBUTION
KMLM,2024-04-10,SOS,DISTRIBUTION
KMPR,2025-03-14,BC,DISTRIBUTION
KN,2025-10-23,BC,MARKDOWN
KN,2025-04-07,SOW,ACCUMULATION
KMX,2025-06-20,BC,DISTRIBUTION
KMX,2025-11-06,SOW,ACCUMULATION
KNDI,2025-03-06,BC,DISTRIBUTION
KNGZ,2025-07-01,BC,MARKUP
KNOP,2025-08-29,BC,DISTRIBUTION
KNOP,2025-09-10,SOS,DISTRIBUTION
KNSL,2025-10-03,BC,ACCUMULATION
KNSL,2024-12-04,SOS,MARKDOWN
KNSL,2024-04-26,SOW,DISTRIBUTION
KO,2025-11-21,BC,ACCUMULATION
KNTK,2024-11-25,SOS,DISTRIBUTION
KOCT,2024-11-06,SOS,DISTRIBUTION
KNX,2025-10-08,BC,DISTRIBUTION
KOD,2025-10-31,SOS,DISTRIBUTION
KODK,2025-11-10,BC,ACCUMULATION
KODK,2024-03-04,SOW,ACCUMULATION
KOF,2025-12-19,BC,ACCUMULATION
KOKU,2025-11-07,BC,ACCUMULATION
KOKU,2025-04-30,SPRING,ACCUMULATION
KOPN,2025-10-14,BC,ACCUMULATION
KOMP,2025-07-16,SOS,ACCUMULATION
KONG,2025-04-07,SOW,ACCUMULATION
KOP,2025-04-07,SOW,DISTRIBUTION
KORE,2025-11-04,BC,ACCUMULATION
KORE,2024-07-23,SPRING,MARKDOWN
KORP,2024-09-06,SOS,DISTRIBUTION
KORU,2025-11-05,BC,DISTRIBUTION
KOSS,2024-11-11,BC,DISTRIBUTION
KPLT,2025-09-02,BC,ACCUMULATION
KPRX,2025-06-03,BC,DISTRIBUTION
KPTI,2025-07-11,BC,DISTRIBUTION
KR,2025-06-20,BC,ACCUMULATION
KR,2024-12-10,SPRING,MARKDOWN
KRC,2025-07-29,BC,ACCUMULATION
KRE,2025-08-22,BC,ACCUMULATION
KRBN,2025-09-05,BC,ACCUMULATION
KRBN,2025-11-24,SOS,DISTRIBUTION
KREF,2024-07-23,BC,DISTRIBUTION
KREF,2025-04-09,SPRING,MARKUP
KREF,2024-09-05,SOS,DISTRIBUTION
KREF,2025-10-09,SOW,ACCUMULATION
KRKR,2025-07-11,BC,DISTRIBUTION
KRKR,2025-07-28,SPRING,DISTRIBUTION
KRKR,2025-01-29,SOS,MARKDOWN
KRG,2024-07-30,BC,MARKDOWN
KRG,2024-07-30,SPRING,MARKDOWN
KRG,2024-10-15,SOS,DISTRIBUTION
KRMN,2025-05-14,BC,MARKDOWN
KRMN,2025-09-05,SPRING,MARKUP
KRMN,2025-07-16,SOS,DISTRIBUTION
KRMD,2025-11-26,BC,ACCUMULATION
KRMD,2025-12-23,SOS,DISTRIBUTION
KRNT,2025-11-03,BC,ACCUMULATION
KRNT,2025-11-06,SPRING,MARKDOWN
KRNT,2025-11-05,SOW,DISTRIBUTION
KRNY,2025-12-10,BC,ACCUMULATION
KROP,2025-08-18,BC,DISTRIBUTION
KROS,2025-08-21,BC,ACCUMULATION
KRP,2025-09-18,BC,DISTRIBUTION
KRO,2024-11-06,BC,MARKUP
KRO,2025-11-07,SPRING,DISTRIBUTION
KRO,2024-05-28,SOS,DISTRIBUTION
KRO,2025-11-07,SOW,DISTRIBUTION
KRRO,2025-09-05,BC,DISTRIBUTION
KRYS,2025-11-03,BC,MARKDOWN
KRYS,2025-12-05,SOS,DISTRIBUTION
KRYS,2025-06-24,SOW,DISTRIBUTION
KRT,2024-11-06,BC,ACCUMULATION
KRT,2024-12-10,SOS,DISTRIBUTION
KSEP,2025-07-01,BC,MARKUP
KSEP,2024-11-19,SOS,DISTRIBUTION
KSCP,2025-10-06,BC,ACCUMULATION
KSCP,2025-04-15,SPRING,DISTRIBUTION
KSCP,2024-09-16,SOS,MARKDOWN
KSA,2025-09-23,BC,ACCUMULATION
KSPI,2025-08-04,BC,ACCUMULATION
KSPI,2025-04-09,SPRING,MARKDOWN
KSS,2025-11-26,BC,MARKDOWN
KSS,2025-04-03,SOW,ACCUMULATION
KSTR,2025-08-22,BC,MARKUP
KTB,2025-07-01,BC,MARKUP
KTB,2024-10-11,SOS,DISTRIBUTION
KTB,2024-02-28,SOW,ACCUMULATION
KT,2025-03-05,BC,DISTRIBUTION
KT,2024-11-25,SPRING,MARKDOWN
KT,2024-11-27,SOS,ACCUMULATION
KTEC,2025-08-22,BC,MARKUP
KTEC,2025-03-05,SOS,DISTRIBUTION
KTCC,2025-05-16,BC,DISTRIBUTION
KTCC,2024-07-16,SPRING,MARKDOWN
KTCC,2024-06-17,SOW,ACCUMULATION
KTTA,2025-11-26,BC,ACCUMULATION
KTOS,2025-06-27,BC,ACCUMULATION
KTOS,2024-11-11,SPRING,MARKDOWN
KTOS,2025-07-11,SOS,DISTRIBUTION
KULR,2025-12-22,BC,ACCUMULATION
KULR,2024-11-21,SPRING,MARKDOWN
KURE,2025-08-22,SOS,DISTRIBUTION
KURA,2025-10-27,BC,MARKDOWN
KURA,2025-02-03,SPRING,DISTRIBUTION
KURA,2025-02-03,SOW,DISTRIBUTION
KVHI,2024-12-02,BC,MARKDOWN
KVHI,2025-09-08,SOS,ACCUMULATION
KVHI,2024-03-13,SOW,ACCUMULATION
KVUE,2025-02-21,BC,DISTRIBUTION
KVUE,2024-08-06,SPRING,MARKDOWN
KVUE,2024-11-08,SOS,ACCUMULATION
KVYO,2025-11-06,BC,ACCUMULATION
KVYO,2024-06-21,SPRING,ACCUMULATION
KWEB,2025-07-15,BC,DISTRIBUTION
KWEB,2024-04-24,SPRING,MARKDOWN
KWEB,2024-10-02,SOS,ACCUMULATION
KYIV,2025-11-25,BC,ACCUMULATION
KYIV,2025-11-20,SOW,ACCUMULATION
KWR,2025-10-31,BC,ACCUMULATION
KXI,2025-08-06,BC,MARKDOWN
KWT,2024-08-16,BC,DISTRIBUTION
